violation_date,borough,count_violation_by_date_borough
4/7/2019,Bronx,15
4/7/2019,Brooklyn,12
4/7/2019,Manhattan,2
4/8/2019,Bronx,14
4/8/2019,Brooklyn,18
4/8/2019,Manhattan,49
4/8/2019,Queens,22
4/8/2019,Staten Island,7
4/9/2019,Bronx,17
4/9/2019,Brooklyn,38
4/9/2019,Manhattan,12
4/9/2019,Queens,42
4/10/2019,Brooklyn,71
4/10/2019,Manhattan,46
4/10/2019,Queens,20
4/10/2019,Staten Island,9
4/11/2019,Bronx,27
4/11/2019,Brooklyn,47
4/11/2019,Manhattan,34
4/11/2019,Queens,2
4/11/2019,Staten Island,3
4/12/2019,Bronx,4
4/12/2019,Brooklyn,3
4/12/2019,Manhattan,43
4/12/2019,Queens,25
4/12/2019,Staten Island,10
4/13/2019,Bronx,6
4/13/2019,Brooklyn,32
4/13/2019,Queens,18
4/13/2019,Staten Island,3
4/14/2019,Brooklyn,35
4/14/2019,Queens,12
4/15/2019,Bronx,12
4/15/2019,Brooklyn,12
4/15/2019,Manhattan,37
4/15/2019,Queens,25
4/15/2019,Staten Island,1
4/16/2019,Bronx,15
4/16/2019,Brooklyn,45
4/16/2019,Queens,50
4/17/2019,Bronx,2
4/17/2019,Brooklyn,37
4/17/2019,Manhattan,41
4/17/2019,Queens,31
4/17/2019,Staten Island,14
4/18/2019,Bronx,36
4/18/2019,Brooklyn,35
4/18/2019,Manhattan,58
4/19/2019,Bronx,14
4/19/2019,Brooklyn,1
4/19/2019,Manhattan,49
4/19/2019,Queens,19
4/19/2019,Staten Island,3
4/20/2019,Brooklyn,33
4/20/2019,Manhattan,2
4/22/2019,Bronx,29
4/22/2019,Brooklyn,17
4/22/2019,Manhattan,59
4/22/2019,Outside NYC,3
4/22/2019,Queens,39
4/22/2019,Staten Island,7
4/23/2019,Bronx,13
4/23/2019,Brooklyn,25
4/23/2019,Manhattan,8
4/23/2019,Queens,45
4/24/2019,Bronx,4
4/24/2019,Brooklyn,44
4/24/2019,Manhattan,40
4/24/2019,Queens,41
4/25/2019,Bronx,8
4/25/2019,Brooklyn,33
4/25/2019,Manhattan,33
4/25/2019,Queens,8
4/25/2019,Staten Island,4
4/26/2019,Bronx,3
4/26/2019,Manhattan,14
4/26/2019,Queens,7
4/30/2019,Bronx,5
4/30/2019,Brooklyn,26
4/30/2019,Manhattan,8
4/30/2019,Queens,7
5/1/2019,Bronx,18
5/1/2019,Brooklyn,37
5/1/2019,Manhattan,41
5/1/2019,Queens,34
5/1/2019,Staten Island,15
5/2/2019,Bronx,28
5/2/2019,Brooklyn,46
5/2/2019,Manhattan,52
5/2/2019,Staten Island,8
5/3/2019,Bronx,15
5/3/2019,Manhattan,60
5/3/2019,Queens,18
5/3/2019,Staten Island,9
5/4/2019,Bronx,13
5/4/2019,Brooklyn,14
5/4/2019,Manhattan,11
5/5/2019,Bronx,13
5/5/2019,Brooklyn,14
5/5/2019,Queens,11
5/6/2019,Bronx,14
5/6/2019,Brooklyn,41
5/6/2019,Manhattan,34
5/6/2019,Queens,35
5/6/2019,Staten Island,14
5/7/2019,Bronx,2
5/7/2019,Bronx,20
5/7/2019,Brooklyn,42
5/7/2019,Manhattan,5
5/7/2019,Queens,38
5/7/2019,Staten Island,12
5/8/2019,Brooklyn,55
5/8/2019,Manhattan,73
5/8/2019,Queens,35
5/8/2019,Staten Island,6
5/9/2019,Bronx,31
5/9/2019,Brooklyn,43
5/9/2019,Manhattan,39
5/9/2019,Queens,10
5/9/2019,Staten Island,6
5/10/2019,Bronx,4
5/10/2019,Manhattan,43
5/10/2019,Queens,36
5/10/2019,Staten Island,5
5/11/2019,Brooklyn,19
5/11/2019,Manhattan,4
5/12/2019,Brooklyn,19
5/12/2019,Manhattan,4
5/12/2019,Queens,6
5/13/2019,Brooklyn,1
5/13/2019,Bronx,19
5/13/2019,Brooklyn,38
5/13/2019,Manhattan,42
5/13/2019,Queens,40
5/13/2019,Staten Island,2
5/14/2019,Bronx,20
5/14/2019,Brooklyn,42
5/14/2019,Queens,20
5/15/2019,Brooklyn,55
5/15/2019,Manhattan,36
5/15/2019,Queens,24
5/15/2019,Staten Island,9
5/16/2019,Bronx,1
5/16/2019,Bronx,30
5/16/2019,Brooklyn,43
5/16/2019,Manhattan,58
5/16/2019,Staten Island,18
5/17/2019,Bronx,13
5/17/2019,Brooklyn,1
5/17/2019,Manhattan,35
5/17/2019,Queens,17
5/17/2019,Staten Island,2
5/18/2019,Bronx,6
5/18/2019,Brooklyn,27
5/18/2019,Queens,13
5/19/2019,Bronx,17
5/19/2019,Brooklyn,14
5/19/2019,Manhattan,1
5/19/2019,Queens,8
5/20/2019,Bronx,1
5/20/2019,Brooklyn,39
5/20/2019,Manhattan,46
5/20/2019,Queens,25
5/20/2019,Staten Island,3
5/21/2019,Bronx,12
5/21/2019,Brooklyn,48
5/21/2019,Manhattan,2
5/21/2019,Outside NYC,1
5/21/2019,Queens,31
5/22/2019,Brooklyn,43
5/22/2019,Manhattan,38
5/22/2019,Outside NYC,1
5/22/2019,Queens,30
5/22/2019,Staten Island,8
5/23/2019,Bronx,17
5/23/2019,Brooklyn,53
5/23/2019,Manhattan,51
5/23/2019,Outside NYC,2
5/23/2019,Staten Island,9
5/24/2019,Bronx,6
5/24/2019,Manhattan,44
5/24/2019,Outside NYC,2
5/24/2019,Queens,23
5/24/2019,Staten Island,14
5/25/2019,Queens,22
5/28/2019,Bronx,18
5/28/2019,Brooklyn,50
5/28/2019,Queens,41
5/28/2019,Unknown,1
5/29/2019,Brooklyn,51
5/29/2019,Manhattan,51
5/29/2019,Queens,37
5/29/2019,Staten Island,12
5/30/2019,Bronx,17
5/30/2019,Brooklyn,46
5/30/2019,Manhattan,49
5/30/2019,Queens,1
5/30/2019,Staten Island,10
5/31/2019,Bronx,8
5/31/2019,Manhattan,35
5/31/2019,Queens,22
5/31/2019,Staten Island,8
6/1/2019,Brooklyn,26
6/1/2019,Manhattan,4
6/1/2019,Queens,11
6/1/2019,Staten Island,1
6/2/2019,Bronx,21
6/2/2019,Brooklyn,25
6/2/2019,Staten Island,9
6/3/2019,Bronx,11
6/3/2019,Brooklyn,45
6/3/2019,Manhattan,46
6/3/2019,Queens,39
6/3/2019,Staten Island,10
6/4/2019,Bronx,22
6/4/2019,Brooklyn,30
6/4/2019,Queens,51
6/5/2019,Bronx,10
6/5/2019,Brooklyn,58
6/5/2019,Manhattan,44
6/5/2019,Queens,24
6/5/2019,Staten Island,9
6/6/2019,Bronx,24
6/6/2019,Brooklyn,49
6/6/2019,Manhattan,54
6/6/2019,Queens,21
6/6/2019,Staten Island,6
6/7/2019,Bronx,9
6/7/2019,Manhattan,64
6/7/2019,Queens,6
6/7/2019,Staten Island,9
6/8/2019,Manhattan,9
6/8/2019,Queens,31
6/9/2019,Brooklyn,44
6/9/2019,Manhattan,9
6/9/2019,Queens,5
6/10/2019,Bronx,10
6/10/2019,Brooklyn,40
6/10/2019,Manhattan,46
6/10/2019,Queens,29
6/10/2019,Staten Island,14
6/11/2019,Bronx,23
6/11/2019,Brooklyn,47
6/11/2019,Queens,37
6/12/2019,Bronx,16
6/12/2019,Brooklyn,95
6/12/2019,Manhattan,25
6/12/2019,Queens,34
6/12/2019,Staten Island,9
6/13/2019,Bronx,23
6/13/2019,Brooklyn,42
6/13/2019,Manhattan,39
6/13/2019,Staten Island,10
6/14/2019,Bronx,8
6/14/2019,Brooklyn,4
6/14/2019,Manhattan,49
6/14/2019,Queens,21
6/14/2019,Staten Island,9
6/15/2019,Brooklyn,20
6/15/2019,Manhattan,1
6/15/2019,Queens,4
6/15/2019,Staten Island,24
6/17/2019,Bronx,42
6/17/2019,Brooklyn,26
6/17/2019,Manhattan,55
6/17/2019,Queens,24
6/17/2019,Staten Island,13
6/18/2019,Bronx,35
6/18/2019,Brooklyn,63
6/18/2019,Manhattan,2
6/18/2019,Queens,31
6/18/2019,Staten Island,1
6/19/2019,Brooklyn,94
6/19/2019,Manhattan,58
6/19/2019,Queens,42
6/19/2019,Staten Island,13
6/20/2019,Bronx,4
6/20/2019,Brooklyn,67
6/20/2019,Manhattan,55
6/20/2019,Queens,2
6/21/2019,Bronx,2
6/21/2019,Brooklyn,15
6/21/2019,Manhattan,54
6/21/2019,Queens,13
6/21/2019,Staten Island,9
6/24/2019,Bronx,32
6/24/2019,Brooklyn,57
6/24/2019,Manhattan,22
6/24/2019,Queens,33
6/24/2019,Staten Island,10
6/25/2019,Bronx,43
6/25/2019,Brooklyn,41
6/25/2019,Manhattan,9
6/25/2019,Queens,47
6/26/2019,Bronx,16
6/26/2019,Brooklyn,33
6/26/2019,Manhattan,48
6/26/2019,Queens,25
6/26/2019,Staten Island,11
6/27/2019,Bronx,2
6/27/2019,Brooklyn,38
6/27/2019,Manhattan,47
6/27/2019,Queens,22
6/27/2019,Staten Island,9
6/28/2019,Bronx,1
6/28/2019,Brooklyn,2
6/28/2019,Manhattan,36
6/28/2019,Queens,12
6/28/2019,Staten Island,9
7/1/2019,Bronx,27
7/1/2019,Brooklyn,48
7/1/2019,Manhattan,57
7/1/2019,Queens,58
7/1/2019,Staten Island,10
7/2/2019,Bronx,12
7/2/2019,Brooklyn,61
7/2/2019,Manhattan,14
7/2/2019,Queens,51
7/3/2019,Brooklyn,62
7/3/2019,Manhattan,39
7/3/2019,Queens,37
7/3/2019,Staten Island,7
7/5/2019,Bronx,4
7/5/2019,Manhattan,29
7/8/2019,Bronx,5
7/8/2019,Brooklyn,75
7/8/2019,Manhattan,57
7/8/2019,Queens,45
7/9/2019,Bronx,8
7/9/2019,Brooklyn,51
7/9/2019,Manhattan,13
7/9/2019,Queens,42
7/9/2019,Staten Island,6
7/10/2019,Bronx,17
7/10/2019,Brooklyn,43
7/10/2019,Manhattan,47
7/10/2019,Queens,16
7/10/2019,Staten Island,20
7/11/2019,Brooklyn,44
7/11/2019,Manhattan,51
7/11/2019,Queens,3
7/11/2019,Staten Island,12
7/12/2019,Bronx,5
7/12/2019,Manhattan,30
7/12/2019,Queens,3
7/12/2019,Staten Island,12
7/15/2019,Bronx,9
7/15/2019,Brooklyn,52
7/15/2019,Manhattan,57
7/15/2019,Queens,39
7/15/2019,Staten Island,9
7/16/2019,Bronx,24
7/16/2019,Brooklyn,72
7/16/2019,Queens,36
7/16/2019,Staten Island,4
7/17/2019,Bronx,14
7/17/2019,Brooklyn,44
7/17/2019,Manhattan,35
7/17/2019,Outside NYC,2
7/17/2019,Queens,12
7/17/2019,Staten Island,8
7/18/2019,Bronx,9
7/18/2019,Brooklyn,53
7/18/2019,Manhattan,52
7/18/2019,Queens,9
7/18/2019,Staten Island,5
7/19/2019,Bronx,18
7/19/2019,Brooklyn,1
7/19/2019,Manhattan,48
7/19/2019,Outside NYC,2
7/19/2019,Queens,14
7/19/2019,Staten Island,7
7/22/2019,Bronx,29
7/22/2019,Brooklyn,51
7/22/2019,Manhattan,48
7/22/2019,Queens,48
7/23/2019,Bronx,31
7/23/2019,Brooklyn,48
7/23/2019,Manhattan,17
7/23/2019,Queens,27
7/24/2019,Brooklyn,19
7/24/2019,Manhattan,23
7/24/2019,Queens,36
7/24/2019,Staten Island,6
7/25/2019,Bronx,19
7/25/2019,Brooklyn,65
7/25/2019,Manhattan,37
7/25/2019,Queens,2
7/25/2019,Staten Island,11
7/26/2019,Bronx,6
7/26/2019,Brooklyn,3
7/26/2019,Manhattan,24
7/26/2019,Queens,40
7/26/2019,Staten Island,2
7/29/2019,Bronx,11
7/29/2019,Brooklyn,70
7/29/2019,Manhattan,29
7/29/2019,Queens,37
7/30/2019,Bronx,36
7/30/2019,Brooklyn,40
7/30/2019,Queens,32
7/30/2019,Staten Island,1
7/31/2019,Bronx,20
7/31/2019,Brooklyn,58
7/31/2019,Manhattan,38
7/31/2019,Queens,46
7/31/2019,Staten Island,3
8/1/2019,Bronx,9
8/1/2019,Brooklyn,30
8/1/2019,Manhattan,45
8/1/2019,Queens,25
8/1/2019,Staten Island,5
8/2/2019,Bronx,14
8/2/2019,Brooklyn,9
8/2/2019,Manhattan,42
8/2/2019,Queens,11
8/2/2019,Staten Island,12
8/5/2019,Bronx,15
8/5/2019,Brooklyn,55
8/5/2019,Manhattan,52
8/5/2019,Queens,35
8/5/2019,Staten Island,7
8/6/2019,Bronx,9
8/6/2019,Brooklyn,55
8/6/2019,Manhattan,2
8/6/2019,Queens,62
8/7/2019,Brooklyn,67
8/7/2019,Manhattan,51
8/7/2019,Queens,31
8/7/2019,Staten Island,5
8/8/2019,Bronx,13
8/8/2019,Brooklyn,40
8/8/2019,Manhattan,28
8/8/2019,Outside NYC,12
8/8/2019,Queens,9
8/8/2019,Staten Island,7
8/9/2019,Bronx,11
8/9/2019,Brooklyn,4
8/9/2019,Manhattan,17
8/9/2019,Queens,14
8/9/2019,Staten Island,6
8/11/2019,Bronx,2
8/11/2019,Bronx,1
8/12/2019,Bronx,1
8/12/2019,Bronx,8
8/12/2019,Brooklyn,49
8/12/2019,Manhattan,31
8/12/2019,Queens,42
8/12/2019,Staten Island,6
8/13/2019,Bronx,18
8/13/2019,Brooklyn,36
8/13/2019,Manhattan,1
8/13/2019,Queens,40
8/14/2019,Bronx,17
8/14/2019,Brooklyn,46
8/14/2019,Manhattan,31
8/14/2019,Outside NYC,4
8/14/2019,Queens,40
8/14/2019,Staten Island,8
8/15/2019,Brooklyn,4
8/15/2019,Bronx,1
8/15/2019,Brooklyn,49
8/15/2019,Manhattan,46
8/15/2019,Outside NYC,8
8/15/2019,Queens,1
8/15/2019,Staten Island,5
8/16/2019,Bronx,6
8/16/2019,Manhattan,15
8/16/2019,Queens,12
8/19/2019,Bronx,5
8/19/2019,Brooklyn,13
8/19/2019,Manhattan,12
8/19/2019,Queens,25
8/20/2019,Bronx,43
8/20/2019,Brooklyn,25
8/20/2019,Manhattan,18
8/20/2019,Queens,26
8/21/2019,Bronx,17
8/21/2019,Brooklyn,45
8/21/2019,Manhattan,25
8/21/2019,Outside NYC,2
8/21/2019,Queens,25
8/22/2019,Bronx,10
8/22/2019,Brooklyn,23
8/22/2019,Manhattan,31
8/22/2019,Queens,7
8/23/2019,Bronx,14
8/23/2019,Brooklyn,1
8/23/2019,Manhattan,48
8/23/2019,Queens,24
8/26/2019,Bronx,33
8/26/2019,Brooklyn,47
8/26/2019,Manhattan,57
8/26/2019,Queens,28
8/26/2019,Staten Island,3
8/27/2019,Bronx,46
8/27/2019,Brooklyn,26
8/27/2019,Manhattan,2
8/27/2019,Queens,21
8/27/2019,Staten Island,4
8/28/2019,Brooklyn,47
8/28/2019,Manhattan,59
8/28/2019,Queens,28
8/28/2019,Staten Island,5
8/29/2019,Bronx,17
8/29/2019,Brooklyn,51
8/29/2019,Manhattan,51
8/29/2019,Queens,11
8/29/2019,Staten Island,8
8/30/2019,Bronx,11
8/30/2019,Manhattan,34
8/30/2019,Queens,16
8/30/2019,Staten Island,2
9/3/2019,Bronx,20
9/3/2019,Brooklyn,17
9/3/2019,Manhattan,2
9/3/2019,Queens,21
9/4/2019,Bronx,15
9/4/2019,Brooklyn,71
9/4/2019,Manhattan,59
9/4/2019,Queens,38
9/4/2019,Staten Island,7
9/5/2019,Bronx,3
9/5/2019,Bronx,8
9/5/2019,Brooklyn,43
9/5/2019,Manhattan,53
9/5/2019,Queens,8
9/5/2019,Staten Island,4
9/6/2019,Bronx,17
9/6/2019,Brooklyn,2
9/6/2019,Manhattan,41
9/6/2019,Queens,15
9/6/2019,Staten Island,5
9/7/2019,Brooklyn,23
9/7/2019,Queens,11
9/8/2019,Brooklyn,5
9/8/2019,Manhattan,7
9/9/2019,Bronx,12
9/9/2019,Brooklyn,24
9/9/2019,Manhattan,37
9/9/2019,Outside NYC,2
9/9/2019,Queens,28
9/9/2019,Staten Island,8
9/10/2019,Bronx,23
9/10/2019,Brooklyn,15
9/10/2019,Queens,31
9/11/2019,Bronx,13
9/11/2019,Brooklyn,27
9/11/2019,Manhattan,35
9/11/2019,Queens,24
9/11/2019,Staten Island,1
9/12/2019,Bronx,7
9/12/2019,Brooklyn,48
9/12/2019,Manhattan,47
9/12/2019,Queens,6
9/12/2019,Staten Island,21
9/13/2019,Bronx,7
9/13/2019,Brooklyn,1
9/13/2019,Manhattan,29
9/13/2019,Outside NYC,2
9/13/2019,Queens,10
9/13/2019,Staten Island,8
9/14/2019,Brooklyn,26
9/14/2019,Manhattan,7
9/14/2019,Staten Island,5
9/15/2019,Bronx,9
9/15/2019,Brooklyn,34
9/15/2019,Manhattan,15
9/15/2019,Queens,6
9/16/2019,Queens,9
9/17/2019,Bronx,13
9/17/2019,Brooklyn,27
9/17/2019,Queens,29
9/18/2019,Bronx,13
9/18/2019,Brooklyn,43
9/18/2019,Manhattan,28
9/18/2019,Queens,46
9/18/2019,Staten Island,7
9/19/2019,Brooklyn,7
9/19/2019,Bronx,5
9/19/2019,Brooklyn,40
9/19/2019,Manhattan,50
9/19/2019,Queens,3
9/19/2019,Staten Island,4
9/20/2019,Bronx,8
9/20/2019,Brooklyn,1
9/20/2019,Manhattan,39
9/20/2019,Queens,23
9/20/2019,Staten Island,6
9/21/2019,Bronx,10
9/21/2019,Brooklyn,44
9/22/2019,Bronx,8
9/22/2019,Brooklyn,5
9/22/2019,Manhattan,31
9/22/2019,Queens,1
9/23/2019,Bronx,5
9/23/2019,Brooklyn,34
9/23/2019,Manhattan,37
9/23/2019,Queens,61
9/23/2019,Staten Island,1
9/24/2019,Bronx,11
9/24/2019,Brooklyn,26
9/24/2019,Queens,70
9/25/2019,Bronx,7
9/25/2019,Brooklyn,37
9/25/2019,Manhattan,38
9/25/2019,Queens,53
9/25/2019,Staten Island,10
9/26/2019,Bronx,10
9/26/2019,Brooklyn,27
9/26/2019,Manhattan,54
9/26/2019,Queens,4
9/26/2019,Staten Island,10
9/26/2019,Unknown,1
9/27/2019,Bronx,4
9/27/2019,Manhattan,52
9/27/2019,Queens,24
9/27/2019,Staten Island,5
9/27/2019,Unknown,1
9/28/2019,Bronx,2
9/28/2019,Brooklyn,9
9/29/2019,Brooklyn,14
9/29/2019,Manhattan,4
9/30/2019,Bronx,13
9/30/2019,Brooklyn,51
9/30/2019,Manhattan,32
9/30/2019,Queens,30
9/30/2019,Staten Island,17
10/1/2019,Brooklyn,1
10/1/2019,Bronx,7
10/1/2019,Brooklyn,39
10/1/2019,Manhattan,2
10/1/2019,Queens,52
10/2/2019,Bronx,9
10/2/2019,Brooklyn,25
10/2/2019,Manhattan,30
10/2/2019,Queens,38
10/2/2019,Staten Island,6
10/3/2019,Bronx,6
10/3/2019,Brooklyn,38
10/3/2019,Manhattan,35
10/3/2019,Queens,7
10/3/2019,Staten Island,6
10/4/2019,Bronx,8
10/4/2019,Manhattan,32
10/4/2019,Queens,46
10/4/2019,Staten Island,3
10/5/2019,Bronx,37
10/5/2019,Manhattan,9
10/5/2019,Queens,6
10/5/2019,Staten Island,4
10/6/2019,Bronx,24
10/6/2019,Brooklyn,11
10/6/2019,Manhattan,3
10/6/2019,Queens,2
10/7/2019,Brooklyn,3
10/7/2019,Bronx,9
10/7/2019,Brooklyn,35
10/7/2019,Manhattan,32
10/7/2019,Queens,65
10/7/2019,Staten Island,4
10/8/2019,Bronx,9
10/8/2019,Brooklyn,30
10/8/2019,Manhattan,4
10/8/2019,Queens,38
10/9/2019,Bronx,8
10/9/2019,Brooklyn,47
10/9/2019,Manhattan,20
10/9/2019,Queens,48
10/9/2019,Staten Island,6
10/10/2019,Bronx,8
10/10/2019,Brooklyn,53
10/10/2019,Manhattan,31
10/10/2019,Queens,7
10/10/2019,Staten Island,7
10/11/2019,Bronx,9
10/11/2019,Brooklyn,2
10/11/2019,Manhattan,30
10/11/2019,Queens,36
10/11/2019,Staten Island,8
10/12/2019,Bronx,1
10/12/2019,Brooklyn,7
10/12/2019,Queens,13
10/15/2019,Bronx,22
10/15/2019,Brooklyn,14
10/15/2019,Manhattan,7
10/15/2019,Queens,29
10/16/2019,Bronx,3
10/16/2019,Brooklyn,21
10/16/2019,Manhattan,17
10/16/2019,Queens,32
10/16/2019,Staten Island,6
10/17/2019,Bronx,6
10/17/2019,Brooklyn,26
10/17/2019,Manhattan,41
10/17/2019,Queens,2
10/17/2019,Staten Island,5
10/18/2019,Bronx,13
10/18/2019,Brooklyn,1
10/18/2019,Manhattan,16
10/18/2019,Queens,36
10/18/2019,Staten Island,5
10/19/2019,Brooklyn,23
10/19/2019,Queens,12
10/20/2019,Bronx,2
10/20/2019,Brooklyn,23
10/20/2019,Manhattan,3
10/21/2019,Bronx,17
10/21/2019,Brooklyn,33
10/21/2019,Manhattan,9
10/21/2019,Outside NYC,1
10/21/2019,Queens,37
10/21/2019,Staten Island,5
10/22/2019,Bronx,14
10/22/2019,Brooklyn,28
10/22/2019,Manhattan,6
10/22/2019,Outside NYC,1
10/22/2019,Queens,41
10/22/2019,Staten Island,2
10/23/2019,Bronx,6
10/23/2019,Brooklyn,36
10/23/2019,Manhattan,32
10/23/2019,Queens,29
10/23/2019,Staten Island,5
10/24/2019,Brooklyn,1
10/24/2019,Bronx,14
10/24/2019,Brooklyn,49
10/24/2019,Manhattan,15
10/24/2019,Staten Island,8
10/25/2019,Bronx,12
10/25/2019,Manhattan,26
10/25/2019,Queens,29
10/25/2019,Staten Island,6
10/26/2019,Bronx,27
10/26/2019,Brooklyn,33
10/26/2019,Staten Island,5
10/27/2019,Brooklyn,8
10/27/2019,Manhattan,23
10/27/2019,Queens,1
10/27/2019,Staten Island,11
10/28/2019,Bronx,9
10/28/2019,Brooklyn,51
10/28/2019,Manhattan,30
10/28/2019,Queens,49
10/28/2019,Staten Island,8
10/29/2019,Bronx,14
10/29/2019,Brooklyn,51
10/29/2019,Queens,44
10/30/2019,Brooklyn,44
10/30/2019,Manhattan,58
10/30/2019,Queens,68
10/31/2019,Bronx,7
10/31/2019,Brooklyn,31
10/31/2019,Manhattan,40
10/31/2019,Queens,2
10/31/2019,Staten Island,7
11/1/2019,Bronx,6
11/1/2019,Brooklyn,5
11/1/2019,Manhattan,34
11/1/2019,Queens,7
11/1/2019,Staten Island,2
11/2/2019,Bronx,19
11/2/2019,Brooklyn,4
11/2/2019,Manhattan,11
11/2/2019,Queens,4
11/4/2019,Bronx,7
11/4/2019,Brooklyn,38
11/4/2019,Manhattan,3
11/4/2019,Queens,45
11/6/2019,Bronx,2
11/6/2019,Brooklyn,40
11/6/2019,Manhattan,53
11/6/2019,Queens,43
11/7/2019,Bronx,17
11/7/2019,Brooklyn,30
11/7/2019,Manhattan,57
11/7/2019,Staten Island,5
11/8/2019,Bronx,9
11/8/2019,Brooklyn,14
11/8/2019,Manhattan,31
11/8/2019,Queens,15
11/8/2019,Staten Island,14
11/8/2019,Unknown,1
11/9/2019,Brooklyn,40
11/9/2019,Queens,15
11/12/2019,Bronx,9
11/12/2019,Brooklyn,36
11/12/2019,Manhattan,2
11/12/2019,Queens,32
11/13/2019,Bronx,7
11/13/2019,Brooklyn,26
11/13/2019,Manhattan,50
11/13/2019,Queens,32
11/13/2019,Staten Island,3
11/14/2019,Bronx,25
11/14/2019,Brooklyn,23
11/14/2019,Manhattan,71
11/14/2019,Queens,2
11/14/2019,Staten Island,5
11/15/2019,Bronx,13
11/15/2019,Brooklyn,3
11/15/2019,Manhattan,33
11/15/2019,Queens,18
11/15/2019,Staten Island,6
11/16/2019,Bronx,2
11/16/2019,Brooklyn,4
11/16/2019,Manhattan,18
11/16/2019,Queens,2
11/18/2019,Outside NYC,16
11/19/2019,Bronx,8
11/19/2019,Brooklyn,39
11/19/2019,Queens,47
11/20/2019,Bronx,10
11/20/2019,Brooklyn,29
11/20/2019,Manhattan,37
11/20/2019,Queens,63
11/20/2019,Staten Island,7
11/21/2019,Bronx,30
11/21/2019,Brooklyn,62
11/21/2019,Manhattan,21
11/21/2019,Outside NYC,4
11/21/2019,Queens,4
11/21/2019,Staten Island,6
11/22/2019,Bronx,9
11/22/2019,Brooklyn,11
11/22/2019,Manhattan,38
11/22/2019,Queens,28
11/22/2019,Staten Island,8
11/23/2019,Bronx,4
11/23/2019,Brooklyn,22
11/23/2019,Manhattan,18
11/23/2019,Queens,1
11/23/2019,Staten Island,3
11/24/2019,Brooklyn,51
11/24/2019,Manhattan,4
11/25/2019,Bronx,8
11/25/2019,Brooklyn,12
11/25/2019,Manhattan,53
11/25/2019,Queens,42
11/25/2019,Staten Island,12
11/26/2019,Bronx,4
11/26/2019,Brooklyn,40
11/26/2019,Manhattan,1
11/26/2019,Outside NYC,1
11/26/2019,Queens,34
11/27/2019,Bronx,2
11/27/2019,Brooklyn,27
11/27/2019,Manhattan,28
11/27/2019,Queens,50
11/27/2019,Staten Island,3
11/29/2019,Bronx,1
11/29/2019,Brooklyn,5
11/29/2019,Manhattan,24
11/30/2019,Bronx,22
11/30/2019,Brooklyn,4
11/30/2019,Manhattan,3
11/30/2019,Queens,3
12/1/2019,Bronx,5
12/1/2019,Brooklyn,5
12/1/2019,Manhattan,9
12/1/2019,Queens,12
12/2/2019,Bronx,9
12/2/2019,Brooklyn,16
12/2/2019,Manhattan,16
12/2/2019,Queens,22
12/2/2019,Staten Island,2
12/3/2019,Bronx,7
12/3/2019,Brooklyn,45
12/3/2019,Manhattan,4
12/3/2019,Queens,25
12/4/2019,Bronx,15
12/4/2019,Brooklyn,40
12/4/2019,Manhattan,7
12/4/2019,Queens,38
12/4/2019,Staten Island,10
12/5/2019,Bronx,15
12/5/2019,Brooklyn,53
12/5/2019,Manhattan,46
12/5/2019,Queens,12
12/5/2019,Staten Island,4
12/6/2019,Bronx,13
12/6/2019,Brooklyn,7
12/6/2019,Manhattan,31
12/6/2019,Queens,5
12/6/2019,Staten Island,9
12/7/2019,Bronx,6
12/7/2019,Brooklyn,6
12/7/2019,Manhattan,7
12/7/2019,Queens,17
12/8/2019,Brooklyn,18
12/8/2019,Manhattan,2
12/9/2019,Bronx,15
12/9/2019,Brooklyn,38
12/9/2019,Manhattan,35
12/9/2019,Queens,20
12/9/2019,Staten Island,10
12/10/2019,Bronx,14
12/10/2019,Brooklyn,45
12/10/2019,Manhattan,2
12/10/2019,Queens,33
12/11/2019,Bronx,2
12/11/2019,Brooklyn,42
12/11/2019,Manhattan,46
12/11/2019,Queens,37
12/11/2019,Staten Island,11
12/12/2019,Bronx,19
12/12/2019,Brooklyn,29
12/12/2019,Manhattan,45
12/12/2019,Staten Island,12
12/13/2019,Bronx,7
12/13/2019,Manhattan,47
12/13/2019,Queens,9
12/13/2019,Staten Island,16
12/14/2019,Bronx,22
12/14/2019,Brooklyn,14
12/15/2019,Brooklyn,33
12/15/2019,Manhattan,4
12/15/2019,Queens,4
12/16/2019,Bronx,16
12/16/2019,Brooklyn,24
12/16/2019,Manhattan,39
12/16/2019,Queens,23
12/16/2019,Staten Island,7
12/17/2019,Bronx,12
12/17/2019,Brooklyn,28
12/17/2019,Queens,27
12/18/2019,Bronx,4
12/18/2019,Brooklyn,47
12/18/2019,Manhattan,49
12/18/2019,Queens,34
12/18/2019,Staten Island,8
12/19/2019,Bronx,14
12/19/2019,Brooklyn,36
12/19/2019,Manhattan,35
12/19/2019,Queens,13
12/19/2019,Staten Island,6
12/20/2019,Bronx,4
12/20/2019,Manhattan,11
12/20/2019,Queens,2
12/20/2019,Staten Island,13
12/21/2019,Bronx,24
12/21/2019,Brooklyn,14
12/21/2019,Manhattan,27
12/22/2019,Manhattan,15
12/22/2019,Queens,12
12/23/2019,Bronx,6
12/23/2019,Brooklyn,29
12/23/2019,Manhattan,28
12/23/2019,Queens,23
12/23/2019,Staten Island,4
12/24/2019,Bronx,10
12/24/2019,Brooklyn,15
12/24/2019,Queens,19
12/24/2019,Staten Island,10
12/26/2019,Brooklyn,31
12/26/2019,Manhattan,57
