violation_date,borough,count_violation_by_date_borough
2/20/2016,Queens,10
2/20/2016,Staten Island,3
2/21/2016,Brooklyn,4
2/21/2016,Manhattan,5
2/21/2016,Queens,6
2/22/2016,Bronx,1
2/22/2016,Bronx,19
2/22/2016,Manhattan,34
2/22/2016,Queens,50
2/22/2016,Staten Island,2
2/23/2016,Bronx,15
2/23/2016,Brooklyn,29
2/23/2016,Manhattan,14
2/23/2016,Queens,50
2/24/2016,Bronx,19
2/24/2016,Brooklyn,43
2/24/2016,Manhattan,44
2/24/2016,Queens,41
2/25/2016,Bronx,17
2/25/2016,Brooklyn,78
2/25/2016,Manhattan,48
2/25/2016,Outside NYC,1
2/25/2016,Queens,1
2/26/2016,Bronx,16
2/26/2016,Brooklyn,65
2/26/2016,Manhattan,21
2/26/2016,Queens,26
2/26/2016,Staten Island,4
2/27/2016,Bronx,2
2/27/2016,Brooklyn,21
2/27/2016,Manhattan,4
2/27/2016,Queens,24
2/27/2016,Staten Island,10
2/28/2016,Bronx,8
2/28/2016,Brooklyn,5
2/28/2016,Queens,21
2/29/2016,Bronx,12
2/29/2016,Brooklyn,6
2/29/2016,Manhattan,28
2/29/2016,Queens,20
3/1/2016,Bronx,16
3/1/2016,Brooklyn,35
3/1/2016,Queens,34
3/2/2016,Bronx,1
3/2/2016,Brooklyn,45
3/2/2016,Manhattan,45
3/2/2016,Queens,25
3/2/2016,Unknown,1
3/3/2016,Bronx,13
3/3/2016,Brooklyn,32
3/3/2016,Manhattan,64
3/4/2016,Bronx,11
3/4/2016,Brooklyn,59
3/4/2016,Manhattan,60
3/4/2016,Queens,28
3/4/2016,Staten Island,1
3/4/2016,Unknown,4
3/5/2016,Bronx,5
3/5/2016,Brooklyn,22
3/5/2016,Manhattan,12
3/5/2016,Queens,5
3/6/2016,Bronx,11
3/6/2016,Brooklyn,11
3/6/2016,Queens,1
3/7/2016,Bronx,20
3/7/2016,Brooklyn,2
3/7/2016,Manhattan,79
3/7/2016,Queens,38
3/7/2016,Staten Island,1
3/7/2016,Unknown,1
3/8/2016,Bronx,15
3/8/2016,Brooklyn,43
3/8/2016,Queens,34
3/8/2016,Staten Island,4
3/9/2016,Brooklyn,36
3/9/2016,Manhattan,60
3/11/2016,Bronx,11
3/11/2016,Brooklyn,26
3/11/2016,Manhattan,29
3/11/2016,Queens,7
3/11/2016,Staten Island,2
3/12/2016,Brooklyn,27
3/12/2016,Manhattan,7
3/12/2016,Queens,46
3/12/2016,Staten Island,2
3/13/2016,Brooklyn,3
3/13/2016,Queens,2
3/14/2016,Bronx,6
3/14/2016,Brooklyn,15
3/14/2016,Manhattan,18
3/14/2016,Outside NYC,2
3/14/2016,Queens,25
3/14/2016,Staten Island,5
3/15/2016,Bronx,8
3/15/2016,Brooklyn,20
3/15/2016,Queens,22
3/15/2016,Staten Island,1
3/16/2016,Bronx,2
3/16/2016,Brooklyn,33
3/16/2016,Manhattan,80
3/16/2016,Queens,28
3/16/2016,Staten Island,1
3/17/2016,Bronx,9
3/17/2016,Brooklyn,40
3/17/2016,Manhattan,45
3/18/2016,Bronx,7
3/18/2016,Brooklyn,64
3/18/2016,Manhattan,33
3/18/2016,Queens,22
3/18/2016,Staten Island,5
3/19/2016,Bronx,2
3/19/2016,Brooklyn,17
3/19/2016,Manhattan,9
3/19/2016,Queens,29
3/19/2016,Staten Island,5
3/20/2016,Brooklyn,14
3/20/2016,Queens,3
3/21/2016,Bronx,14
3/21/2016,Brooklyn,1
3/21/2016,Manhattan,36
3/21/2016,Queens,41
3/21/2016,Staten Island,2
3/22/2016,Bronx,4
3/22/2016,Brooklyn,12
3/22/2016,Manhattan,3
3/22/2016,Queens,18
3/23/2016,Bronx,6
3/23/2016,Brooklyn,21
3/23/2016,Manhattan,34
3/23/2016,Queens,25
3/24/2016,Bronx,8
3/24/2016,Brooklyn,21
3/24/2016,Manhattan,68
3/24/2016,Queens,7
3/25/2016,Bronx,16
3/25/2016,Brooklyn,23
3/25/2016,Manhattan,32
3/25/2016,Queens,25
3/25/2016,Staten Island,4
3/26/2016,Brooklyn,27
3/26/2016,Manhattan,6
3/26/2016,Queens,30
3/26/2016,Staten Island,1
3/27/2016,Manhattan,17
3/27/2016,Queens,2
3/28/2016,Bronx,18
3/28/2016,Brooklyn,7
3/28/2016,Manhattan,36
3/28/2016,Queens,5
3/28/2016,Staten Island,1
3/29/2016,Bronx,11
3/29/2016,Brooklyn,25
3/29/2016,Manhattan,1
3/29/2016,Queens,20
3/30/2016,Bronx,26
3/30/2016,Brooklyn,34
3/30/2016,Manhattan,38
3/30/2016,Queens,15
3/30/2016,Staten Island,2
3/31/2016,Bronx,2
3/31/2016,Bronx,12
3/31/2016,Brooklyn,46
3/31/2016,Manhattan,61
4/1/2016,Bronx,8
4/1/2016,Brooklyn,47
4/1/2016,Manhattan,40
4/1/2016,Queens,19
4/1/2016,Staten Island,4
4/2/2016,Brooklyn,15
4/2/2016,Manhattan,12
4/2/2016,Queens,7
4/2/2016,Staten Island,6
4/3/2016,Bronx,1
4/3/2016,Brooklyn,8
4/3/2016,Queens,11
4/4/2016,Bronx,7
4/4/2016,Manhattan,64
4/4/2016,Queens,28
4/4/2016,Staten Island,3
4/5/2016,Bronx,14
4/5/2016,Brooklyn,33
4/5/2016,Manhattan,1
4/5/2016,Queens,6
4/6/2016,Brooklyn,47
4/6/2016,Manhattan,37
4/6/2016,Queens,18
4/6/2016,Staten Island,5
4/7/2016,Bronx,6
4/7/2016,Brooklyn,25
4/7/2016,Manhattan,35
4/7/2016,Queens,2
4/7/2016,Staten Island,2
4/8/2016,Bronx,7
4/8/2016,Brooklyn,57
4/8/2016,Manhattan,30
4/8/2016,Queens,11
4/9/2016,Bronx,2
4/9/2016,Brooklyn,25
4/9/2016,Manhattan,6
4/9/2016,Queens,2
4/9/2016,Staten Island,4
4/10/2016,Brooklyn,9
4/10/2016,Queens,4
4/11/2016,Bronx,13
4/11/2016,Brooklyn,4
4/11/2016,Manhattan,35
4/11/2016,Queens,20
4/11/2016,Staten Island,12
4/12/2016,Bronx,6
4/12/2016,Brooklyn,50
4/12/2016,Manhattan,7
4/12/2016,Queens,24
4/13/2016,Bronx,27
4/13/2016,Brooklyn,44
4/13/2016,Manhattan,44
4/13/2016,Queens,25
4/14/2016,Bronx,1
4/14/2016,Bronx,17
4/14/2016,Brooklyn,49
4/14/2016,Manhattan,51
4/14/2016,Queens,6
4/14/2016,Staten Island,13
4/15/2016,Bronx,6
4/15/2016,Brooklyn,40
4/15/2016,Manhattan,17
4/15/2016,Queens,14
4/15/2016,Staten Island,3
4/16/2016,Bronx,7
4/16/2016,Brooklyn,32
4/16/2016,Manhattan,6
4/16/2016,Queens,44
4/17/2016,Bronx,4
4/17/2016,Brooklyn,4
4/17/2016,Queens,6
4/18/2016,Bronx,20
4/18/2016,Brooklyn,1
4/18/2016,Manhattan,33
4/18/2016,Outside NYC,1
4/18/2016,Queens,20
4/18/2016,Staten Island,5
4/19/2016,Bronx,19
4/19/2016,Brooklyn,27
4/19/2016,Manhattan,9
4/19/2016,Queens,21
4/20/2016,Brooklyn,29
4/20/2016,Manhattan,20
4/20/2016,Queens,17
4/20/2016,Staten Island,5
4/21/2016,Bronx,4
4/21/2016,Brooklyn,32
4/21/2016,Manhattan,41
4/21/2016,Outside NYC,4
4/21/2016,Queens,1
4/21/2016,Staten Island,1
4/22/2016,Bronx,8
4/22/2016,Brooklyn,34
4/22/2016,Manhattan,41
4/22/2016,Queens,11
4/22/2016,Staten Island,11
4/23/2016,Manhattan,11
4/23/2016,Staten Island,7
4/25/2016,Bronx,6
4/25/2016,Brooklyn,1
4/25/2016,Manhattan,42
4/25/2016,Outside NYC,2
4/25/2016,Queens,25
4/25/2016,Staten Island,8
4/26/2016,Bronx,9
4/26/2016,Brooklyn,8
4/26/2016,Manhattan,7
4/26/2016,Queens,27
4/27/2016,Bronx,2
4/27/2016,Brooklyn,18
4/27/2016,Manhattan,26
4/27/2016,Queens,32
4/27/2016,Staten Island,3
4/28/2016,Bronx,16
4/28/2016,Brooklyn,14
4/28/2016,Manhattan,30
4/28/2016,Queens,17
4/29/2016,Bronx,12
4/29/2016,Brooklyn,29
4/29/2016,Manhattan,25
4/29/2016,Outside NYC,3
4/29/2016,Queens,21
5/1/2016,Brooklyn,15
5/2/2016,Bronx,9
5/2/2016,Brooklyn,1
5/2/2016,Manhattan,23
5/2/2016,Outside NYC,2
5/2/2016,Queens,15
5/2/2016,Staten Island,10
5/3/2016,Bronx,10
5/3/2016,Brooklyn,30
5/3/2016,Outside NYC,3
5/3/2016,Queens,17
5/4/2016,Bronx,18
5/4/2016,Brooklyn,22
5/4/2016,Manhattan,23
5/4/2016,Queens,20
5/4/2016,Staten Island,8
5/5/2016,Brooklyn,22
5/5/2016,Manhattan,58
5/5/2016,Queens,6
5/6/2016,Bronx,10
5/6/2016,Brooklyn,30
5/6/2016,Manhattan,45
5/6/2016,Queens,16
5/6/2016,Staten Island,11
5/7/2016,Bronx,3
5/7/2016,Brooklyn,28
5/7/2016,Manhattan,7
5/7/2016,Queens,19
5/8/2016,Bronx,10
5/8/2016,Brooklyn,4
5/8/2016,Queens,5
5/9/2016,Bronx,16
5/9/2016,Brooklyn,2
5/9/2016,Manhattan,41
5/9/2016,Outside NYC,1
5/9/2016,Queens,19
5/9/2016,Staten Island,7
5/10/2016,Bronx,15
5/10/2016,Brooklyn,24
5/10/2016,Queens,28
5/11/2016,Brooklyn,48
5/11/2016,Manhattan,27
5/11/2016,Queens,23
5/12/2016,Bronx,14
5/12/2016,Brooklyn,26
5/12/2016,Manhattan,35
5/12/2016,Queens,2
5/12/2016,Staten Island,5
5/13/2016,Bronx,16
5/13/2016,Brooklyn,29
5/13/2016,Manhattan,30
5/13/2016,Outside NYC,1
5/13/2016,Queens,23
5/13/2016,Staten Island,14
5/14/2016,Bronx,8
5/14/2016,Brooklyn,30
5/14/2016,Queens,17
5/14/2016,Staten Island,4
5/15/2016,Bronx,2
5/15/2016,Brooklyn,2
5/15/2016,Manhattan,4
5/15/2016,Queens,2
5/16/2016,Bronx,16
5/16/2016,Manhattan,37
5/16/2016,Outside NYC,1
5/16/2016,Queens,21
5/16/2016,Staten Island,8
5/17/2016,Bronx,15
5/17/2016,Brooklyn,52
5/17/2016,Outside NYC,3
5/17/2016,Queens,38
5/18/2016,Bronx,5
5/18/2016,Brooklyn,41
5/18/2016,Manhattan,24
5/18/2016,Queens,16
5/18/2016,Staten Island,9
5/19/2016,Bronx,6
5/19/2016,Brooklyn,47
5/19/2016,Manhattan,39
5/19/2016,Queens,12
5/19/2016,Staten Island,8
5/19/2016,Unknown,7
5/20/2016,Bronx,19
5/20/2016,Brooklyn,26
5/20/2016,Manhattan,29
5/20/2016,Queens,43
5/20/2016,Staten Island,13
5/21/2016,Bronx,1
5/21/2016,Brooklyn,8
5/21/2016,Queens,13
5/21/2016,Staten Island,9
5/22/2016,Bronx,16
5/22/2016,Brooklyn,6
5/22/2016,Queens,3
5/23/2016,Bronx,12
5/23/2016,Brooklyn,2
5/23/2016,Manhattan,34
5/23/2016,Outside NYC,5
5/23/2016,Queens,24
5/23/2016,Staten Island,10
5/23/2016,Unknown,3
5/24/2016,Bronx,8
5/24/2016,Brooklyn,16
5/24/2016,Queens,20
5/25/2016,Brooklyn,32
5/25/2016,Manhattan,18
5/25/2016,Queens,11
5/25/2016,Staten Island,1
5/26/2016,Bronx,11
5/26/2016,Brooklyn,34
5/26/2016,Manhattan,19
5/26/2016,Queens,7
5/26/2016,Staten Island,5
5/27/2016,Bronx,11
5/27/2016,Brooklyn,26
5/27/2016,Manhattan,26
5/27/2016,Queens,30
5/27/2016,Staten Island,3
5/28/2016,Bronx,3
5/28/2016,Brooklyn,7
5/28/2016,Staten Island,2
6/1/2016,Bronx,1
6/1/2016,Brooklyn,9
6/1/2016,Manhattan,21
6/1/2016,Outside NYC,2
6/1/2016,Queens,29
6/1/2016,Staten Island,11
6/2/2016,Bronx,14
6/2/2016,Brooklyn,45
6/2/2016,Manhattan,1
6/2/2016,Queens,4
6/3/2016,Bronx,14
6/3/2016,Brooklyn,20
6/3/2016,Manhattan,26
6/3/2016,Queens,25
6/3/2016,Staten Island,15
6/4/2016,Bronx,4
6/4/2016,Brooklyn,2
6/4/2016,Manhattan,6
6/4/2016,Staten Island,1
6/5/2016,Bronx,9
6/5/2016,Manhattan,10
6/6/2016,Bronx,17
6/6/2016,Manhattan,22
6/6/2016,Queens,29
6/6/2016,Staten Island,1
6/7/2016,Bronx,13
6/7/2016,Brooklyn,36
6/7/2016,Queens,31
6/8/2016,Brooklyn,33
6/8/2016,Manhattan,28
6/8/2016,Queens,17
6/8/2016,Staten Island,17
6/9/2016,Bronx,8
6/9/2016,Brooklyn,25
6/9/2016,Manhattan,37
6/9/2016,Queens,1
6/9/2016,Staten Island,23
6/10/2016,Brooklyn,3
6/10/2016,Bronx,14
6/10/2016,Brooklyn,28
6/10/2016,Manhattan,30
6/10/2016,Queens,12
6/10/2016,Staten Island,4
6/10/2016,Unknown,1
6/11/2016,Bronx,6
6/11/2016,Brooklyn,14
6/11/2016,Queens,3
6/11/2016,Staten Island,1
6/12/2016,Brooklyn,9
6/12/2016,Manhattan,5
6/12/2016,Queens,5
6/13/2016,Bronx,16
6/13/2016,Brooklyn,1
6/13/2016,Manhattan,20
6/13/2016,Queens,31
6/13/2016,Staten Island,9
6/14/2016,Bronx,10
6/14/2016,Brooklyn,47
6/14/2016,Queens,26
6/15/2016,Bronx,3
6/15/2016,Brooklyn,38
6/15/2016,Manhattan,30
6/15/2016,Queens,18
6/15/2016,Staten Island,2
6/16/2016,Brooklyn,1
6/16/2016,Bronx,11
6/16/2016,Brooklyn,39
6/16/2016,Manhattan,26
6/16/2016,Queens,1
6/16/2016,Staten Island,7
6/17/2016,Bronx,22
6/17/2016,Brooklyn,23
6/17/2016,Manhattan,33
6/17/2016,Queens,32
6/18/2016,Bronx,10
6/18/2016,Manhattan,13
6/18/2016,Queens,6
6/20/2016,Bronx,6
6/20/2016,Brooklyn,13
6/20/2016,Manhattan,48
6/20/2016,Outside NYC,9
6/20/2016,Queens,23
6/20/2016,Staten Island,5
6/21/2016,Bronx,24
6/21/2016,Brooklyn,52
6/21/2016,Manhattan,19
6/21/2016,Queens,37
6/21/2016,Staten Island,1
6/22/2016,Bronx,7
6/22/2016,Brooklyn,35
6/22/2016,Manhattan,30
6/22/2016,Queens,19
6/23/2016,Bronx,18
6/23/2016,Brooklyn,31
6/23/2016,Manhattan,41
6/23/2016,Queens,9
6/23/2016,Staten Island,1
6/24/2016,Bronx,19
6/24/2016,Brooklyn,30
6/24/2016,Manhattan,18
6/24/2016,Queens,9
6/24/2016,Staten Island,5
6/25/2016,Manhattan,14
6/27/2016,Bronx,13
6/27/2016,Brooklyn,11
6/27/2016,Manhattan,17
6/27/2016,Queens,15
6/27/2016,Staten Island,10
6/28/2016,Bronx,16
6/28/2016,Brooklyn,34
6/28/2016,Queens,26
6/28/2016,Unknown,6
6/29/2016,Brooklyn,36
6/29/2016,Manhattan,37
6/29/2016,Queens,19
6/29/2016,Staten Island,2
6/30/2016,Bronx,14
6/30/2016,Brooklyn,31
6/30/2016,Manhattan,29
6/30/2016,Queens,1
6/30/2016,Staten Island,1
7/1/2016,Bronx,12
7/1/2016,Brooklyn,11
7/1/2016,Manhattan,30
7/1/2016,Queens,30
7/1/2016,Staten Island,3
7/4/2016,Manhattan,24
7/5/2016,Bronx,19
7/5/2016,Brooklyn,2
7/5/2016,Manhattan,6
7/5/2016,Queens,17
7/5/2016,Staten Island,1
7/6/2016,Bronx,10
7/6/2016,Brooklyn,24
7/6/2016,Manhattan,18
7/6/2016,Queens,15
7/6/2016,Staten Island,4
7/7/2016,Bronx,12
7/7/2016,Brooklyn,17
7/7/2016,Manhattan,46
7/7/2016,Queens,7
7/7/2016,Staten Island,5
7/8/2016,Bronx,11
7/8/2016,Brooklyn,27
7/8/2016,Manhattan,18
7/8/2016,Queens,21
7/8/2016,Staten Island,6
7/11/2016,Bronx,22
7/11/2016,Brooklyn,8
7/11/2016,Manhattan,24
7/11/2016,Queens,9
7/11/2016,Staten Island,6
7/12/2016,Bronx,26
7/12/2016,Brooklyn,50
7/12/2016,Manhattan,2
7/12/2016,Queens,16
7/12/2016,Unknown,3
7/13/2016,Bronx,4
7/13/2016,Brooklyn,30
7/13/2016,Manhattan,25
7/13/2016,Queens,13
7/14/2016,Bronx,30
7/14/2016,Brooklyn,37
7/14/2016,Manhattan,42
7/14/2016,Queens,2
7/14/2016,Staten Island,7
7/15/2016,Bronx,10
7/15/2016,Brooklyn,30
7/15/2016,Manhattan,36
7/15/2016,Queens,17
7/15/2016,Staten Island,13
7/16/2016,Staten Island,5
7/17/2016,Brooklyn,1
7/18/2016,Bronx,42
7/18/2016,Brooklyn,6
7/18/2016,Manhattan,14
7/18/2016,Outside NYC,3
7/18/2016,Queens,13
7/18/2016,Staten Island,14
7/19/2016,Bronx,23
7/19/2016,Brooklyn,36
7/19/2016,Manhattan,3
7/19/2016,Queens,20
7/19/2016,Unknown,1
7/20/2016,Brooklyn,22
7/20/2016,Manhattan,20
7/20/2016,Queens,35
7/20/2016,Staten Island,17
7/21/2016,Brooklyn,2
7/21/2016,Bronx,31
7/21/2016,Brooklyn,33
7/21/2016,Manhattan,20
7/21/2016,Outside NYC,2
7/21/2016,Queens,2
7/21/2016,Staten Island,4
7/22/2016,Bronx,23
7/22/2016,Brooklyn,41
7/22/2016,Manhattan,27
7/22/2016,Queens,32
7/25/2016,Bronx,36
7/25/2016,Brooklyn,11
7/25/2016,Manhattan,29
7/25/2016,Queens,30
7/26/2016,Bronx,31
7/26/2016,Brooklyn,56
7/26/2016,Manhattan,4
7/26/2016,Queens,17
7/27/2016,Bronx,11
7/27/2016,Brooklyn,50
7/27/2016,Manhattan,17
7/27/2016,Queens,26
7/27/2016,Staten Island,9
7/28/2016,Bronx,24
7/28/2016,Brooklyn,21
7/28/2016,Manhattan,38
7/28/2016,Queens,4
7/28/2016,Staten Island,7
7/29/2016,Bronx,15
7/29/2016,Brooklyn,34
7/29/2016,Manhattan,29
7/29/2016,Queens,21
7/29/2016,Staten Island,30
8/1/2016,Bronx,22
8/1/2016,Brooklyn,19
8/1/2016,Manhattan,18
8/1/2016,Queens,22
8/1/2016,Staten Island,6
8/2/2016,Bronx,29
8/2/2016,Brooklyn,17
8/2/2016,Queens,21
8/3/2016,Bronx,11
8/3/2016,Brooklyn,49
8/3/2016,Manhattan,7
8/3/2016,Outside NYC,4
8/3/2016,Queens,23
8/4/2016,Bronx,24
8/4/2016,Brooklyn,35
8/4/2016,Manhattan,19
8/4/2016,Queens,2
8/4/2016,Staten Island,1
8/5/2016,Bronx,23
8/5/2016,Brooklyn,34
8/5/2016,Manhattan,47
8/5/2016,Queens,14
8/5/2016,Staten Island,5
8/6/2016,Manhattan,7
8/6/2016,Queens,7
8/6/2016,Staten Island,1
8/8/2016,Bronx,24
8/8/2016,Brooklyn,16
8/8/2016,Manhattan,17
8/8/2016,Queens,10
8/8/2016,Staten Island,6
8/9/2016,Brooklyn,1
8/9/2016,Bronx,34
8/9/2016,Brooklyn,52
8/9/2016,Manhattan,2
8/9/2016,Outside NYC,2
8/9/2016,Queens,25
8/9/2016,Staten Island,3
8/10/2016,Brooklyn,48
8/10/2016,Manhattan,34
8/10/2016,Queens,14
8/11/2016,Bronx,22
8/11/2016,Brooklyn,32
8/11/2016,Manhattan,8
8/12/2016,Bronx,2
8/12/2016,Brooklyn,23
8/12/2016,Manhattan,50
8/12/2016,Outside NYC,2
8/12/2016,Queens,26
8/12/2016,Staten Island,2
8/13/2016,Brooklyn,6
8/13/2016,Queens,18
8/15/2016,Bronx,16
8/15/2016,Brooklyn,12
8/15/2016,Manhattan,20
8/15/2016,Queens,11
8/15/2016,Staten Island,3
8/16/2016,Bronx,34
8/16/2016,Brooklyn,26
8/16/2016,Queens,21
8/18/2016,Brooklyn,1
8/18/2016,Bronx,8
8/18/2016,Brooklyn,29
8/18/2016,Manhattan,26
8/18/2016,Queens,4
8/19/2016,Bronx,13
8/19/2016,Brooklyn,51
8/19/2016,Manhattan,22
8/19/2016,Queens,23
8/20/2016,Queens,16
8/20/2016,Staten Island,2
8/22/2016,Bronx,31
8/22/2016,Brooklyn,11
8/22/2016,Manhattan,16
8/22/2016,Queens,30
8/22/2016,Staten Island,4
8/23/2016,Bronx,13
8/23/2016,Brooklyn,45
8/23/2016,Manhattan,2
8/23/2016,Outside NYC,2
8/23/2016,Queens,28
8/24/2016,Bronx,5
8/24/2016,Brooklyn,30
8/24/2016,Manhattan,30
8/24/2016,Outside NYC,3
8/24/2016,Queens,34
8/24/2016,Staten Island,2
8/25/2016,Bronx,29
8/25/2016,Brooklyn,47
8/25/2016,Manhattan,51
8/25/2016,Queens,4
8/26/2016,Bronx,17
8/26/2016,Brooklyn,67
8/26/2016,Manhattan,44
8/26/2016,Queens,29
8/26/2016,Staten Island,5
8/27/2016,Brooklyn,3
8/27/2016,Queens,13
8/27/2016,Staten Island,1
8/29/2016,Bronx,32
8/29/2016,Brooklyn,6
8/29/2016,Manhattan,24
8/29/2016,Outside NYC,3
8/29/2016,Queens,28
8/29/2016,Staten Island,3
8/30/2016,Brooklyn,1
8/30/2016,Bronx,21
8/30/2016,Brooklyn,30
8/30/2016,Manhattan,11
8/30/2016,Queens,25
8/31/2016,Bronx,8
8/31/2016,Brooklyn,66
8/31/2016,Manhattan,29
8/31/2016,Outside NYC,12
8/31/2016,Queens,27
8/31/2016,Staten Island,2
9/1/2016,Bronx,21
9/1/2016,Brooklyn,37
9/1/2016,Manhattan,25
9/1/2016,Queens,4
9/1/2016,Staten Island,2
9/2/2016,Bronx,4
9/2/2016,Brooklyn,36
9/2/2016,Manhattan,38
9/2/2016,Queens,10
9/2/2016,Staten Island,4
9/6/2016,Bronx,28
9/6/2016,Queens,25
9/7/2016,Bronx,4
9/7/2016,Brooklyn,62
9/7/2016,Manhattan,34
9/7/2016,Queens,32
9/8/2016,Bronx,3
9/8/2016,Brooklyn,33
9/8/2016,Manhattan,45
9/8/2016,Staten Island,1
9/9/2016,Bronx,14
9/9/2016,Brooklyn,45
9/9/2016,Manhattan,39
9/9/2016,Queens,15
9/9/2016,Staten Island,2
9/10/2016,Brooklyn,5
9/10/2016,Manhattan,16
9/10/2016,Queens,26
9/10/2016,Staten Island,8
9/11/2016,Bronx,21
9/11/2016,Brooklyn,4
9/11/2016,Queens,7
9/12/2016,Bronx,15
9/12/2016,Manhattan,33
9/12/2016,Outside NYC,10
9/12/2016,Queens,17
9/12/2016,Staten Island,10
9/13/2016,Brooklyn,3
9/13/2016,Bronx,39
9/13/2016,Brooklyn,40
9/13/2016,Queens,31
9/14/2016,Bronx,7
9/14/2016,Brooklyn,52
9/14/2016,Manhattan,21
9/14/2016,Queens,24
9/14/2016,Staten Island,2
9/15/2016,Brooklyn,1
9/15/2016,Bronx,4
9/15/2016,Brooklyn,41
9/15/2016,Manhattan,29
9/15/2016,Outside NYC,6
9/16/2016,Bronx,6
9/16/2016,Brooklyn,63
9/16/2016,Manhattan,39
9/16/2016,Outside NYC,11
9/16/2016,Queens,10
9/16/2016,Staten Island,9
9/17/2016,Brooklyn,16
9/17/2016,Manhattan,2
9/17/2016,Queens,13
9/17/2016,Staten Island,1
9/18/2016,Brooklyn,2
9/18/2016,Queens,10
9/19/2016,Bronx,3
9/19/2016,Manhattan,14
9/19/2016,Queens,13
9/20/2016,Brooklyn,2
9/20/2016,Bronx,17
9/20/2016,Brooklyn,26
9/20/2016,Manhattan,8
9/20/2016,Queens,21
9/20/2016,Unknown,3
9/21/2016,Bronx,15
9/21/2016,Brooklyn,44
9/21/2016,Manhattan,23
9/21/2016,Queens,26
9/22/2016,Bronx,17
9/22/2016,Brooklyn,48
9/22/2016,Manhattan,33
9/22/2016,Outside NYC,11
9/22/2016,Queens,2
9/22/2016,Staten Island,4
9/22/2016,Unknown,3
9/23/2016,Bronx,16
9/23/2016,Brooklyn,51
9/23/2016,Manhattan,30
9/23/2016,Queens,13
9/23/2016,Staten Island,5
9/24/2016,Bronx,6
9/24/2016,Brooklyn,7
9/24/2016,Queens,3
9/24/2016,Staten Island,6
9/25/2016,Bronx,4
9/25/2016,Brooklyn,2
9/25/2016,Manhattan,13
9/25/2016,Queens,2
9/26/2016,Bronx,29
9/26/2016,Brooklyn,1
9/26/2016,Manhattan,25
9/26/2016,Queens,14
9/26/2016,Staten Island,10
9/27/2016,Bronx,20
9/27/2016,Brooklyn,37
9/27/2016,Manhattan,6
9/27/2016,Outside NYC,1
9/27/2016,Queens,21
9/28/2016,Bronx,7
9/28/2016,Brooklyn,28
9/28/2016,Manhattan,24
9/28/2016,Outside NYC,9
9/28/2016,Queens,34
9/28/2016,Staten Island,3
9/29/2016,Bronx,20
9/29/2016,Brooklyn,35
9/29/2016,Manhattan,13
9/29/2016,Queens,3
9/29/2016,Staten Island,5
9/30/2016,Bronx,25
9/30/2016,Brooklyn,39
9/30/2016,Manhattan,14
9/30/2016,Queens,26
9/30/2016,Staten Island,1
10/1/2016,Brooklyn,14
10/1/2016,Manhattan,12
10/2/2016,Bronx,4
10/2/2016,Brooklyn,11
10/2/2016,Staten Island,5
10/3/2016,Bronx,35
10/3/2016,Manhattan,19
10/3/2016,Queens,16
10/3/2016,Staten Island,3
10/4/2016,Bronx,24
10/4/2016,Brooklyn,49
10/4/2016,Queens,16
10/4/2016,Unknown,12
10/5/2016,Brooklyn,48
10/5/2016,Manhattan,31
10/5/2016,Queens,19
10/5/2016,Staten Island,8
10/6/2016,Bronx,18
10/6/2016,Brooklyn,36
10/6/2016,Manhattan,25
10/6/2016,Queens,4
10/6/2016,Staten Island,2
10/7/2016,Bronx,1
10/7/2016,Bronx,12
10/7/2016,Brooklyn,25
10/7/2016,Manhattan,12
10/7/2016,Queens,22
10/7/2016,Staten Island,1
10/8/2016,Brooklyn,18
10/8/2016,Manhattan,7
10/11/2016,Bronx,33
10/11/2016,Brooklyn,2
10/11/2016,Manhattan,4
10/11/2016,Queens,7
10/12/2016,Bronx,10
10/12/2016,Brooklyn,55
10/12/2016,Manhattan,14
10/12/2016,Queens,25
10/13/2016,Bronx,16
10/13/2016,Brooklyn,21
10/13/2016,Manhattan,26
10/13/2016,Queens,1
10/13/2016,Staten Island,11
10/14/2016,Bronx,27
10/14/2016,Brooklyn,27
10/14/2016,Manhattan,22
10/14/2016,Queens,14
10/14/2016,Staten Island,2
10/15/2016,Bronx,8
10/15/2016,Brooklyn,10
10/15/2016,Manhattan,7
10/15/2016,Staten Island,11
10/16/2016,Manhattan,20
10/17/2016,Bronx,28
10/17/2016,Manhattan,21
10/17/2016,Queens,6
10/17/2016,Staten Island,6
10/18/2016,Bronx,27
10/18/2016,Brooklyn,32
10/18/2016,Manhattan,1
10/18/2016,Queens,13
10/18/2016,Staten Island,1
10/19/2016,Brooklyn,19
10/19/2016,Manhattan,20
10/19/2016,Outside NYC,4
10/19/2016,Queens,23
10/20/2016,Bronx,6
10/20/2016,Brooklyn,28
10/20/2016,Manhattan,17
10/20/2016,Queens,5
10/20/2016,Staten Island,3
10/21/2016,Bronx,11
10/21/2016,Brooklyn,29
10/21/2016,Manhattan,43
10/21/2016,Queens,9
10/21/2016,Staten Island,5
10/22/2016,Brooklyn,12
10/22/2016,Queens,3
10/22/2016,Staten Island,8
10/23/2016,Bronx,2
10/23/2016,Brooklyn,12
10/24/2016,Bronx,36
10/24/2016,Brooklyn,12
10/24/2016,Manhattan,29
10/24/2016,Queens,5
10/24/2016,Staten Island,7
10/24/2016,Unknown,8
10/25/2016,Bronx,17
10/25/2016,Brooklyn,31
